,text,sentiment,sentiment_label
310,penandatanganan naskah kerjasama lembaga lepas mahasiswa program mbkm magang universitas islam negeri antasari banjarmasin kumhamkalsel taufiqurrakhman kanwil kemenkumham kalsel taufiqurrakhman bapasbjm pudjionogunawan,2,Positif
311,mbkm,0,Netral
312,mbkm kak,0,Netral
313,ih gue capek mbkm mnyed,4,Positif
314,diskusi tema didik diskusi mbkm alienasi mahasiswa hidup mahasiswa sebat diskusi pilcapat ngewe bonbin,6,Positif
315,tuton maksimalin uas kalo sih hack mbkm kalo nilai mitra bagus ips auto,5,Positif
316,eh ajar transfer mbkm mas ft spesifik dte tau,-3,Negatif
317,plis capek sistem mbkm kampus aarrghh marah,-5,Negatif
318,bang mbkm yaapa ya,4,Positif
319,unj love banget deh ipk mbkm gue gede,8,Positif
320,utbk lolos terima takdir kuliah jurus impi tips cepat lulus prodi fkip unej kak sender masuk smt mbkm kampus ajar prodi sender wajib mikro,4,Positif
321,beuh fib mah sulid nder nyebar mana mbkm,0,Netral
322,pas si negeri ish fokus mbkm sih kalo,2,Positif
323,sih beby rizki anak cmiiw,1,Positif
324,biar biar,2,Positif
325,kkn regular campur fakultas kkn mbkm anggota fakultas kkn tematik anggota fakultas proker dana lokasi aturin dosen tinggal jalan gue ambil tematik,-1,Negatif
326,tips kating tingkat kayak kelas mbkm ambil matkul semester sih nice idea bro,-2,Negatif
327,masuk anak mbkm ucap terima kasih skripsi gue teliti,-4,Negatif
328,masalah kira jaman sekolah kaget pas mbkm sekolah maju murid komputer komputer dipke rusak akm bingung close notice rill pngalaman,12,Positif
329,mahasiswa mbkm izin kelas selesai kerja partner ajar rajin banget malam minggu kerja me arif him oiya ya hehe,12,Positif
330,open joki tugas lapor magang lapor mbkm lapor msib lapor praktikum lapor tugas ya fee nego deal free revisi jokitugas jokilaporan zonauang,12,Positif
331,orang teman bimbing lo mbkm riset dosen teliti gua bjirr fagg pkl teman gua too good be true kali ya tuduh ordal anjg kalo mana bgst,1,Positif
332,gue kuliah smt mbkm awoskwokwkk anjir pengin stupen cuy ajar luar bayar,4,Positif
333,free ukt gas nder unesa ub beda pas kuliah aktif giat mbkm relasi,6,Positif
334,openn joktus lapor mbkm magang kkn proposal modul ajar jenis lapor jokitugas zonauang zonaba jokilaporan,5,Positif
335,any waku tolong tr malam nyelesaiinlaporan mbkm bikin ppt,2,Positif
336,gue dibantuin gue urus adm rs super ribet pasien bpjs gue kuliah solo gue muter otak biar gue ambil data skripsi at least jabodetabek gue mbkm skripsi rekog sks smt,-2,Negatif
337,uas day mbkm ridi yeyy,0,Netral
338,nyiapin lapor seminar mbkm,2,Positif
339,habis baca study plan gue rencanain smt kemarin smt gue bem uprogram mbkm kabid apa moga sospol ez pz lemon squeezy,4,Positif
340,bjir gaji mbkm inimah,0,Netral
341,iya ya wkwk apa sih ya mbkm pakai minimum ipk pusing,1,Positif
342,mbkm ya aduh bingung pls,2,Positif
343,mending dosen pegang mbkm prodi mu nder fakultas beda beda kebijakannyan,-4,Negatif
344,hati senang rencana studi amp mbkm hai,16,Positif
345,ya benda nama mbkm tampak sinar mata diri,2,Positif
346,reaksi youngji nya lucu banget xd,6,Positif
347,sks masuk konversi mbkm,-3,Negatif
348,sharing kemarin maju mundur coba sesi one on one psikolog via gmeet benefit mbkm wkkw impactnya lumayan banget plong kaya rutin konsultasi deh,15,Positif
349,tanggung berat banget peluang learning loss efek program mbkm konversi matkul mhs program sesuai ranah ajar luar ajar sesuai kurikulum kampus,10,Positif
350,wduh banh gue fbs kabar apa dosen urus mbkm,-1,Negatif
351,mbkm fe sidang bjirr teman gue magang sih entar kalo tentu lapor kirim mana gue kabarin ya kayak tuh rekognisi disuru tele,8,Positif
352,pilih teman circle sesuai tuju kuliah coba mbkm rajin baca aktif asih tips mhs teladan kupu kupu,27,Positif
353,fakk mbkm tida rekomendidd,0,Netral
354,eh anjay teman tau password siakad mbkm tau ubah,-11,Negatif
355,survei mbkm banget deh kepo,3,Positif
356,nitip coba apply magang mandiri web mbkm takut umum takut terima,4,Positif
357,email lolos mbkm gua buma woii,-7,Negatif
358,lihat gmail email buma lolos magang senang banget gapercaya lolos mbkm tau bangun mimpi langsung cek hape benar email buma lolos mbkm tes,-4,Negatif
359,capstone project kontol bangkit kontol mbkm kontol,-13,Negatif
360,jarang kesel jengah malrsan ogah pengin marah fak wifi kayak kontol bayar jam mbkm kayak kontol skripsi kayak kontol,-41,Negatif
361,orang uas disuru pikir mbkm bjirr otak gue belah jdinya,-1,Negatif
362,mimpi malam wujud mimpi siang pesan serta mbkm unggul batch shg kembang sdm kreatif inovatif talenta global mantik tarunai ikut mbkm unggul batch,17,Positif
363,giat awal tinjau pamer produk hasil olah ikan inovasi serta mbkm unggul batch kkpbeyond sdmkp sdmunggul ekonomibiru menujuoii pendidikankp,11,Positif
364,mbkm semester bareng smt bolak lmgnmdr minggu bareng harap banget sidang brng but allah always have a plan hug kadang bingung lek konco nde posisi ngene iso opo cause i know what they feel and is never easy,23,Positif
365,cicing we,0,Netral
366,prof wan dosen sastra melayu fib ajak teliti mbkm nya sayang huhuu,-2,Negatif
367,yaallah alhamdulillah tambah sepupu kicik,5,Positif
368,sebel banget bau bau suruh mbkm instansi pkl,-17,Negatif
369,moga lolos mbkm plis,-3,Negatif
370,bringing my sungddenly beads bracelet kampus dengar mbkm,2,Positif
371,sesi fgd forum group discussion dukung papar sesi talkshow alumnialumni mbkm,3,Positif
372,giat mbkm talk bangun semangat mahasiswa kembang halhal rangkai talkshow bantu paham giat mbkm,6,Positif
373,alam lintas temu benefit giat mbkm giat mahasiswa fakultas hukum universitas padjajaran ajak utara asa fomo,11,Positif
374,hadir tema acara mbkm talk lead your fomo towards personal growth bentuk fomo takut tinggal aktivitas rasa kejar minat zona nyaman,11,Positif
375,tentu lintas kembang bekal pasuk dunia kerja kemas rangkai acara mbkm talk berangkat istilah kenal generasi fomo fear of missing out arti,4,Positif
376,mbkm talk badan eksekutif mahasiswa fakultas hukum universitas padjadjaran kabinet kriya abyakta departemen kembang karir profesi hukum selenggara giat tuju dorong mahasiswa kuasa ilmu,16,Positif
377,mahasiswa polbangtan gowa magang mbkm petro kimia gresik mahasiswa tingkat ii ii jurus tani polbangtan gowa hasil lolos ikut magang taruna makmur batch ada news polbangtangowa tan mbkm petrokimiagresik,5,Positif
378,funfact gantung oleholeh pas pmm litereli semester kasih kkn bebas kkn mbkm iri jujur lucu,1,Positif
379,leastsuportif msib mbkm transfer sks sok far,0,Netral
380,tabik sobatrbpnlampung serah mahasiswa mbkm merdeka ajar kampus merdeka institut teknologi sumatera kanwil bpn prov lampung laksana kerja praktik serah langsung koodnator kurikulum fakultas kakanwil bpn prov lampung,10,Positif
381,bank dki kolaborasi universitas sebelas maret uns dukung program merdeka ajar kampus merdeka sinergi cipta generasi muda hadap tantang global didik mbkm bankdki uns fyp,-1,Negatif
382,anjing anjing pikir kalo ketemu teman libur mbkm bikin stres,-7,Negatif
383,guys uin mbkm,1,Positif
384,oh oke kak paham paham kasus jfls gaboleh giat mbkm kayak iisma msib dll kak terima kasih ya kak maba butuh cerah daftar jfls huhuu,-5,Negatif
385,upnsby rek anak kipk mbkm rep ya dm,1,Positif
386,tahi banget ambil mbkm dongkrak ip jelek banget nilai,-8,Negatif
387,and well welcome mbkm depan fia enjoy the prosses gws deh inti,9,Positif
388,rektor ptn wajar iri n gedek target bappenas kemdikbudristek baik dunia baik dunia baik baik samping mbkm duit seret habis covid bantu negara kampret,10,Positif
389,selese lapor mbkm sih,2,Positif
390,keluarga gue giat gue lolos ikut mbkm semester ambil matkul reguler sks gue spesifik giat gue ambil inti gue ikut mbkm online,-16,Negatif
391,bandinginnya kayak kapai sih ambil giat mbkm nya kayak internasional keluarga gue bangga banget giat gue langsung mandang gue tatap kayak ya gue erti tatap,5,Positif
392,anjerr desain webb cuy ambil mbkm kagak paham blass sumpah untung kerja kelompok bantu ppt wkwkwk desain web temenku wkwkwk gambar digital cuy ambil mbkm isi coding,11,Positif
393,lucu kykny magang kayak takdir soalny pas osjur tuh kelompok nama manajemen investasi sdgkan matkul relevan magang mbkm ku ya manajemen investasi plot twist lucu,5,Positif
394,kalo ambil magang mandiri web mbkm terima offering magang msib undur ya lulus magang msib ambil mundur magang mandiri ya,-1,Negatif
395,pas semester sibuksibuknya magangprogram mbkm matkul putus jokkiww tugass,6,Positif
396,modal alam smk ambil prodi sesuai juru smk alhamdulillah magang mana linear ketrima mbkm orang dalam alam,12,Positif
397,kampuskampus ptn tuntut akreditasi publikasi secopus sekian persen mbkm subsidi gede sekolah dinas ya,7,Positif
398,selesai drama uas mbkm,-2,Negatif
399,presentasi capstone lapor mbkm lapor konversi mbkm siap kkn uas meh pulang kampung knlt kntl bgst banget juni bajing,-1,Negatif
400,ya allah temenku ambil matkul mbkm tugas lihat capek,10,Positif
401,mbkm mumet asli tugas ribet awas kalo a,-3,Negatif
402,pad tim pkmrsh fapsi unpad laksana teliti academic anxiety mahasiswa mbkm butuh bantu temanteman penuh kriteria poster isi kuesioner link pindai kode qr terte,-7,Negatif
403,kalo mbkm pp unmul,0,Netral
404,tutup latih paralegal mbkm bina desa darmasaba universitas udayana,1,Positif
405,psikopenn biasalahh mbkm mah molorr kayak,-3,Negatif
406,hemm tanggal tunggu web mbkm maintenance,-3,Negatif
407,pengin mbkm jogja,0,Netral
408,final project psikoedukasi kelas ada intervensi kembang koperasi blitar dosen gabung project matching fun desain latih ambil konversi program mbkm proyek manusia intervensi rumah rehab narkotika,6,Positif
409,eitss dosbing susah temu administrasi mbkm ribet banget ituwh,-4,Negatif
410,iya mending uang cetak yes man cetak orang kritis mbkm ra kritis,-6,Negatif
411,sih smt mbkm gweh pengin kepanitian jamet,0,Netral
412,stmkg sibuk sambil kkn mbkm ovt kos tanah,4,Positif
413,lulus mbkm karya ilmiah puji tuhan,15,Positif
414,salah satu nek lihat pas angkat ku gap mbkm iisma mepet mudah,12,Positif
415,sahabatdikbud januari programprogram merdeka ajar kampus merdeka mbkm ikut juta mahasiswa gabung program flagship mbkm mandiri guru,-5,Negatif
416,uji statistika siang pagi uji matkul mbkm dosen banget asih info apa kait uji besok pagi gosah uji deh kalo,2,Positif
417,gantung magang nya mandiri mbkm susah manajemen,-9,Negatif
418,kemarin survey mbkm bencana pas banget desa tpt turun ada acara intervensi serentak stunting juni mindos st time turlap twit mindos bahas rill nyata mata catat data dimanipulasiin,8,Positif
419,gue underestimated orang msibmbkm posisi gue kontra program gampang konversi dosen bilang mahasiswa mbkm gapaham dasar hukum konsen nya suruh ajar ulang,2,Positif
420,oy laman mbkm nih benernya,0,Netral
421,list tugas video bahasa inggris menit juli lapor maju mbkm juni makalah terap pimpin juni juni ppt makalah logbook review materi ternak makalah ternak titip biar semangat,2,Positif
422,ajar jokes bpk bpk wiya,1,Positif
423,kelompok babi deh bilang dosen rada kesal santai banget anjir dosen deh ngancem suruh ngulang matkul asu gue smt mbkm asu,-17,Negatif
424,tugas mbkm banget,0,Netral
425,tambah f plis,3,Positif
426,dengar langsung nyantol,5,Positif
427,rek baca bri btn sok far enak baca btn kalo bri kali masalah pas bayar malas naruh duit sana kalo kata mending mandiri sih kalo ikut mbkm rekening pakai mandiri,-1,Negatif
428,mbkm akun menfessnya kah,0,Netral
429,nderr gapapa at least rasai teman dunia kuliah kayak wkwkwk urus mah ya wkwkwk entar mbkm kkn dll akrab diskusi tementemen luar circle,13,Positif
430,ptnbh blu taroh dasar scope gede ideal ptn ntu kemarin kena covid maksud duit seret musti ngerjain mbkm target super ambisius bappenas n kemdikbudristek jalan nilai pakai sense,11,Positif
431,plis tim mobilisasi mbkm kalo pilih tiket kereta bagus posisi kursi jalan jam kasih seat pijak kaki yaallah sikilku kuemeng,-6,Negatif
432,mending mbkm akademi crypto ya hmm,6,Positif
433,wkwkwkw mbkm tuh,0,Netral
434,kemarin leha msi uas mbkm matkul inti,0,Netral
435,pules,0,Netral
436,mal aidin deh,0,Netral
437,ubah sih wkwkwk mbkm jalan perintah,3,Positif
438,deh mbkm,0,Netral
439,mbkm mek kayak pmm ngunu iku loch,-3,Negatif
440,sos mbkm akt,0,Netral
441,orang dosen paper akreditasi sinta ikut deh mahasiswa tuntut mandiri ajar ya tiban tugas kasihan mbkm kelar tanggal hidup mhs muak,-8,Negatif
442,prodi nder kalo prodiku saran mbkm kkn,2,Positif
443,pusing ajar dasar pas mbkm stupen bingung lintas jurus,0,Netral
444,prodi wajib kkn barangkali prodimu ganti plp ppl apa mbkm,-2,Negatif
445,ambarasta karya rano sumarno salah projek mbkm isi yogyakarta ikut lihat langsung mentas musikal kampus lanjut minimal upload portofolio teaterindonesia teatermusikal teateryogyakarta teater,5,Positif
446,apayaa anjing kayak sedih lihat teman umur mbkm while im just watching them and getting ages day by day wkwkk ya allah,4,Positif
447,stupen konversi cuman sks sks matkul mbkm sks matkul pilih kuliah,-1,Negatif
448,jurus contoh jalur dc menang bcc konsultan business development jalur organisasi mbkmintern kerja kantor non top uni intern susah terima susah izin rekognisi fyi,3,Positif
449,kknt mbkm gitchu smt kuliah ganti kkn,4,Positif
450,server mbkm war kkn buruk buruk alami mahasiswa war kkn pilih kkn pental hilang pilih desa kkn alami kali pental logis,-23,Negatif
451,ya jungkook suka indomilk banana wonu ba varian banana ya uri jeon hmmmn,12,Positif
452,ochi umur angka,4,Positif
453,kerjain lapor wil,-1,Negatif
454,maksud gue fotbat kak ayo,7,Positif
455,terima gebrak taekook,2,Positif
456,gue manusia suka lelaki tampan,6,Positif
457,sayang gue lo sih setia,-1,Negatif
458,kalo perintah tau mbkm sih,-4,Negatif
459,dukung kemendikbud bank dki gandeng uns wujud program mbkm,6,Positif
460,ngepush mbkm tugas tugas uji pubg kaget bilang lomba pubg latih samsek,5,Positif
461,kapok,-3,Negatif
462,magang mbkm kak magang tentu universitasdosen pribadi,-3,Negatif
463,bank dki jalin kerja dukung program merdeka ajar kampus merdeka mbkm universitas sebelas maret uns bankdki uns updatebankdki,7,Positif
464,ya smstr part of mbkm cv gue,4,Positif
465,ibuk pas bimbing mahasiswa fkh qurban besok korsa kayak jas almamater fakultas baju lapang kayak wearpack kayak nama mahasiswa terna mbkm kantor ibuk warna merah hati terna,8,Positif
466,taekook plis foto bareng dua plis jebal,7,Positif
467,menang laptop sih unyil,4,Positif
468,bikin gue mewek,-5,Negatif
469,bank dki universitas sebelas maret bangun sinergi dukung selenggara merdeka ajar kampus merdeka bank dki jalin kerja dukung program mbkm uns tanda penandatanganan nota paham direktur komersial amp,15,Positif
470,nder zoom anak mbkm,-3,Negatif
471,proposal selesai nder sibuk tunggu offering mbkm kerja part time,9,Positif
472,tuhan pengin curhat lulus berkas magang mbkm ya moga uji lulus ya bantu amin,31,Positif
473,bahas semester semantik kayak susaahh sumpah deh mbkm ya kelas gabung tbtb pisah suruh bikin ulang jujur gue syukur sih kelas pisah,-4,Negatif
474,pacar mbkm moga ketrima surabaya egk ldr jogjasmg love sygg,6,Positif
475,doublean mbkm nya,0,Netral
476,kedaireka kkn mbkm,0,Netral
477,pp mene aju tara mbkm deh ditanggepin stupor,-1,Negatif
478,tolong spam wechat garagara hilang bentar ya gege jiejie stres tugas lapor mbkm,4,Positif
479,mbkm bangkit kampus,2,Positif
480,relasi lintas sektor jalan magang mbkm mandiri pt kharisma televisi madura ktv,0,Netral
481,iyahh anu program mbkm ln isma ngulang gantung kampus sih konversi sks kecuali matkul wajib matkul kayak metopen ngulangsemester pendek,-10,Negatif
482,mbkm rudet banget bangsatt,1,Positif
483,pkbh untan mbkm sekolah gerak himmat fkip untan gelar program ampquotgoes schoolampquot smait almumtaz pontianak,5,Positif
484,part time saran pas semester selesai wajib mbkmmagang semester full sks,5,Positif
485,smpet mahasiswa nya pikir demo umur sgitu sibuk mbkm msib magang konversi sks,6,Positif
486,umum intensif deh wkwk curiga lolos program mbkm amin,3,Positif
487,kecuali kalo masuk matkul kp mbkm kayak seminar kpnya,-6,Negatif
488,aku nila langsung masuk matkul mbkm disetarain matkul pilih kalo sosialisasi sih faktor tentu nilai teti tuh hasil transkrip mitra lengkap dokumen kayak logbook lapor sidang seingetku,7,Positif
489,ooo output mbkm,0,Netral
490,diskursus mbkm,0,Netral
491,salah didik stop program mbkm msib sih cari sertifikat alam cari alam tuh plakatif tarik,2,Positif
492,soalny program mbkm kayak nothing lose gas utbk mah gila coy yakali gadapet jurus impi nasib,-7,Negatif
493,pas mbkm semester ganjil kalo smt wajib magang,5,Positif
494,lihat mahasiswa pikir ajar mahasiswa plakatif templatean cuman pikir iisma mbkm msib kerja mahasiswa isi otak an zaman revolusi industri,13,Positif
495,orang gila orang gila gila cari crush support system semester semester langsung uncrush mbkm confess,13,Positif
496,cerita semester praktikum asprak praktikum lab mbkm bikin jarang banget tulis narasi tulis apa hoonsuk,-4,Negatif
497,tim hibah mbkm uns hasil inovasi limbah sayur buah pupuk cair organik bantu tani desa kajen yuk baca lengkap,20,Positif
498,bye mbkm,-3,Negatif
499,mbkm is fun until lu ngerjain lapor kampus kampus merdeka usaha,1,Positif
500,jendela advo mahasiswa lolos mbkm riset brin halo sahabat psikologi informasi kait mahasiswa lolos seleksi mbkm riset brin informasi dokumen slide lewat ya,8,Positif
501,tukar kartu snbtmu dapat benefitnya ukrida hadir salah pts kualitas terap kurikulum merdeka ajar kampus merdeka mbkm mungkin ajar dosen temanteman negara,6,Positif
